"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","비상시설위치","시설구분명","시설명건물명","해제일자",
"126","민방위급수시설","11_46_01_P","4331000","4331000-E199400001","1994-11-30","","01","영업/정상","18","사용중","","","","","","80","","강원특별자치도 인제군 인제읍 상동리 362번지 5호","강원특별자치도 인제군 인제읍 인제로205번길 2","","대도장","2025-07-23 15:27:24","U","2025-07-25 02:40:00","","302855.25947117","508081.259531472","강원특별자치도 인제군 인제읍 상동리 362번지 5호","공공용시설","대도장","",
"127","민방위급수시설","11_46_01_P","4331000","4331000-E201600001","2016-06-21","","01","영업/정상","18","사용중","","","","","","120","","강원특별자치도 인제군 서화면 천도리 601번지 4호","강원특별자치도 인제군 서화면 천도로 96","","금강산장","2025-07-23 11:28:21","U","2025-07-25 02:40:00","","305722.035359358","524893.601982238","강원특별자치도 인제군 서화면 천도리 601번지 4호","공공용시설","금강산장","",
"128","민방위급수시설","11_46_01_P","4331000","4331000-E200900003","2009-06-10","","01","영업/정상","18","사용중","","","","","","45","","강원특별자치도 인제군 인제읍 상동리 263번지 2호","강원특별자치도 인제군 인제읍 비봉로22번길 5","","동화장","2025-07-23 10:06:15","U","2025-07-25 02:40:00","","302857.382307214","507774.448063776","강원특별자치도 인제군 인제읍 상동리 263번지 2호","공공용시설","동화장","",
"129","민방위급수시설","11_46_01_P","4331000","4331000-E200500001","2006-06-09","","01","영업/정상","18","사용중","","","","","","160","","강원특별자치도 인제군 인제읍 남북리 435-11 자유수호공원 공중화장실","강원특별자치도 인제군 인제읍 살구미길 27-5, 자유수호공원 공중화장실","24638","살구미 비상급수시설","2025-06-16 17:43:19","U","2025-06-18 02:40:00","","302364.903081429","506772.980259824","강원특별자치도 인제군 인제읍 남북리 435-11 자유수호공원 공중화장실","지자체시설","살구미 비상급수시설","",
"130","민방위급수시설","11_46_01_P","4331000","4331000-E201400001","2014-10-24","","01","영업/정상","18","사용중","","","","","","170","","강원특별자치도 인제군 기린면 북리 1500","강원특별자치도 인제군 기린면 상하답로 130","24654","인제오토테마파크(스피디움)","2025-07-21 14:32:27","U","2025-07-23 02:40:00","","313347.093858807","500672.838290134","강원특별자치도 인제군 기린면 북리 1500","공공용시설","인제오토테마파크(스피디움)","",
"131","민방위급수시설","11_46_01_P","4331000","4331000-E201400002","2014-11-07","","01","영업/정상","18","사용중","","","","","","300","","강원특별자치도 인제군 북면 용대리 1528번지 12호","강원특별자치도 인제군 북면 십이선녀탕길 165","","내설악 미리내캠프","2025-07-23 10:10:36","U","2025-07-25 02:40:00","","312891.341455063","520476.435901066","강원특별자치도 인제군 북면 용대리 1528번지 12호","공공용시설","내설악 미리내캠프","",
"132","민방위급수시설","11_46_01_P","4341000","4341000-E200400001","2004-11-09","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 고성군 죽왕면 225번지","강원특별자치도 고성군 죽왕면 송지호로 6","219-822","죽왕면 비상급수시설","2025-07-23 13:30:45","U","2025-07-25 02:40:00","","333090.458310263","537454.897215704","강원특별자치도 고성군 죽왕면 225번지","정부지원시설","죽왕면 비상급수시설","",
"133","민방위급수시설","11_46_01_P","4341000","4341000-E201700001","2017-10-19","","01","영업/정상","18","사용중","","","","","","100","","강원특별자치도 고성군 토성면 306번지 5호","강원특별자치도 고성군 토성면 봉포4길 46 (경동대학교)","24764","경동대학교 비상급수시설","2025-07-23 13:28:06","U","2025-07-25 02:40:00","","336060.642934211","528551.962122763","강원특별자치도 고성군 토성면 306번지 5호","공공용시설","경동대학교 비상급수시설","",
"134","민방위급수시설","11_46_01_P","4341000","4341000-E201900001","2019-09-02","","01","영업/정상","18","사용중","","","","","","250","","강원특별자치도 고성군 죽왕면 988번지 1호","강원특별자치도 고성군 죽왕면 순포로 188 (설악썬밸리리조트)","24750","설악쎈밸리 리조트 비상급수시설","2025-07-23 13:20:57","U","2025-07-25 02:40:00","","331315.273822987","535546.542085115","강원특별자치도 고성군 죽왕면 988번지 1호","공공용시설","설악쎈밸리 리조트 비상급수시설","",
"135","민방위급수시설","11_46_01_P","4341000","4341000-E202100001","2021-02-24","","01","영업/정상","18","사용중","","","","","","280","","강원특별자치도 고성군 현내면 마차진리 239","강원특별자치도 고성군 현내면 금강산로 416","24702","금강산콘도 비상급수시설","2025-07-23 13:16:15","U","2025-07-25 02:40:00","","323827.622943202","557255.90227721","강원특별자치도 고성군 현내면 마차진리 239","공공용시설","금강산콘도 비상급수시설","",
"136","민방위급수시설","11_46_01_P","4341000","4341000-E199600002","1996-12-13","","01","영업/정상","18","사용중","","","","","","300","","강원특별자치도 고성군 거진읍 거진리 432 거진고등학교","강원특별자치도 고성군 거진읍 거탄진로 39-7, 거진고등학교","24720","거진읍 비상급수시설","2025-07-23 13:29:59","U","2025-07-25 02:40:00","","326556.930983189","549575.81246848","강원특별자치도 고성군 거진읍 거진리 432 거진고등학교","정부지원시설","거진읍 비상급수시설","",
"137","민방위급수시설","11_46_01_P","4341000","4341000-E199600001","1996-12-20","","01","영업/정상","18","사용중","","","","","","200","","강원특별자치도 고성군 간성읍 신안리 192 간성초등학교","강원특별자치도 고성군 간성읍 간성로39번길 20, 간성초등학교","24736","간성읍 비상급수시설","2025-07-23 13:29:16","U","2025-07-25 02:40:00","","328321.344035992","542614.763040098","강원특별자치도 고성군 간성읍 신안리 192 간성초등학교","정부지원시설","간성읍 비상급수시설","",
"138","민방위급수시설","11_46_01_P","4351000","4351000-E199600002","1996-12-01","","01","영업/정상","18","사용중","","","","","","150","","강원특별자치도 양양군 양양읍 261번지","강원특별자치도 양양군 양양읍 포월새말길 23-13 (농공단지관리사무소)","25013","포월리 민방위 비상급수시설(생활용수)","2025-08-06 15:10:41","U","2025-08-09 02:40:00","","342693.690809772","511736.269131642","강원특별자치도 양양군 양양읍 261번지","정부지원시설","포월리 민방위 비상급수시설(생활용수)","",
"139","민방위급수시설","11_46_01_P","4351000","4351000-E199600001","1996-11-18","","01","영업/정상","18","사용중","","","","","","106","","강원특별자치도 양양군 양양읍 거마리 280번지 4호 거마리민방위비상급수시설","강원특별자치도 양양군 양양읍 거마천로 297-4, 거마리마을회관","25011","거마리 민방위 비상급수시설(음용수)","2025-08-06 15:05:43","U","2025-08-09 02:40:00","","339400.457157981","510872.282271374","강원특별자치도 양양군 양양읍 거마리 280번지 4호 거마리민방위비상급수시설","정부지원시설","거마리 민방위 비상급수시설(음용수)","",
"140","민방위급수시설","11_46_01_P","4351000","4351000-E202100001","2021-09-08","","01","영업/정상","18","사용중","","","","","","90","","강원특별자치도 양양군 양양읍 내곡리 34-3","강원특별자치도 양양군 양양읍 설악로 2624, 성내리 66, 성내리 민방위비상급수시설","25024","성내리 민방위 비상급수시설(음용수)","2025-08-06 11:41:10","U","2025-08-09 02:40:00","","341616.158079982","509517.234686343","강원특별자치도 양양군 양양읍 내곡리 34-3","공공용시설","성내리 민방위 비상급수시설(음용수)","",
"141","민방위급수시설","11_46_01_P","4181000","4181000-E200200005","2002-07-18","2013-03-14","04","취소/말소/만료/정지/중지","19","사용중지","2013-03-14","","","","","500","","강원특별자치도 춘천시 온의동  20번지  4   호","","","강원체고","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 온의동  20번지  4   호","공공용시설","강원체고","20130314",
"142","민방위급수시설","11_46_01_P","4181000","4181000-E200200006","1996-03-04","2016-11-24","04","취소/말소/만료/정지/중지","19","사용중지","2016-11-24","","","","","500","","강원특별자치도 춘천시 삼천동 300번지 3호","강원특별자치도 춘천시 스포츠타운길 376 (삼천동)","","춘천베어스관광호텔","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 삼천동 300번지 3호","공공용시설","춘천베어스관광호텔","20161124",
"143","민방위급수시설","11_46_01_P","4181000","4181000-E200600002","2006-08-23","2013-04-13","04","취소/말소/만료/정지/중지","19","사용중지","2013-04-13","","","","","1600","","강원특별자치도 춘천시 신동면 정족리 1007번지  1호","","","라데나골프장","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 신동면 정족리 1007번지  1호","민간시설","라데나골프장","20130413",
"144","민방위급수시설","11_46_01_P","4181000","4181000-E200700001","2007-07-23","2008-06-09","04","취소/말소/만료/정지/중지","19","사용중지","2008-06-09","","","","","0","","강원특별자치도 춘천시 후평동  575번지","","","비상급수시설","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 후평동  575번지","공공용시설","비상급수시설","20080609",
"145","민방위급수시설","11_46_01_P","4181000","4181000-E200800004","2008-04-17","2013-04-16","04","취소/말소/만료/정지/중지","19","사용중지","2013-04-16","","","","","200","","강원특별자치도 춘천시 후평동 448번지","","","더샾 포스코아파트","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 후평동 448번지","민간시설","더샾 포스코아파트","20130416",
"146","민방위급수시설","11_46_01_P","4181000","4181000-E200800006","2008-04-17","2015-08-24","04","취소/말소/만료/정지/중지","19","사용중지","2015-08-24","","","","","200","","강원특별자치도 춘천시 남산면 창촌리 223번지","강원특별자치도 춘천시 남산면 보매기길 45","","신일물수건","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 남산면 창촌리 223번지","민간시설","신일물수건","20150824",
"147","민방위급수시설","11_46_01_P","4181000","4181000-E198500001","1985-07-05","2014-05-19","04","취소/말소/만료/정지/중지","19","사용중지","2014-05-19","","","","","200","","강원특별자치도 춘천시 근화동 727번지","강원특별자치도 춘천시 공지로 480 (근화동)","","소양강모텔","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 근화동 727번지","민간시설","소양강모텔","20140519",
"148","민방위급수시설","11_46_01_P","4181000","4181000-E200400002","2004-03-02","2022-12-23","04","취소/말소/만료/정지/중지","19","사용중지","2022-12-23","","","","","150","","강원특별자치도 춘천시 효자동 740번지 6호","강원특별자치도 춘천시 춘천로213번길 9 (효자동)","24261","바위목욕탕","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","264777.033299891","486429.36443569","강원특별자치도 춘천시 효자동 740번지 6호","민간시설","바위목욕탕","20221223",
"149","민방위급수시설","11_46_01_P","4181000","4181000-E200000001","2000-01-01","2006-08-23","04","취소/말소/만료/정지/중지","19","사용중지","2006-08-23","","","","","250","","강원특별자치도 춘천시 소양로3가  67번지  2   호","","","덕수장 여관","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 소양로3가  67번지  2   호","민간시설","덕수장 여관","20060823",
"150","민방위급수시설","11_46_01_P","4181000","4181000-E200200002","2002-02-01","2006-08-23","04","취소/말소/만료/정지/중지","19","사용중지","2006-08-23","","","","","150","","강원특별자치도 춘천시 효자동  656번지","","","회정부페","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 효자동  656번지","민간시설","회정부페","20060823",
"151","민방위급수시설","11_46_01_P","4181000","4181000-E200200003","1996-01-01","2017-01-16","04","취소/말소/만료/정지/중지","19","사용중지","2017-01-16","","","","","100","","강원특별자치도 춘천시 효자동 652번지 5호","강원특별자치도 춘천시 춘천로 144-0 (효자동)","24336","삼성애니카랜드","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","264635.080803852","486111.146883642","강원특별자치도 춘천시 효자동 652번지 5호","민간시설","삼성애니카랜드","20170116",
"152","민방위급수시설","11_46_01_P","4181000","4181000-E197000001","1970-08-15","2008-05-01","04","취소/말소/만료/정지/중지","19","사용중지","2008-05-01","","","","","200","","강원특별자치도 춘천시 근화동  730번지  15  호","","","위텍세차장","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 근화동  730번지  15  호","민간시설","위텍세차장","20080501",
"153","민방위급수시설","11_46_01_P","4181000","4181000-E199500001","1995-07-10","2006-08-23","04","취소/말소/만료/정지/중지","19","사용중지","2006-08-23","","","","","200","","강원특별자치도 춘천시 근화동  284번지  1   호","","","리츠여관","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 근화동  284번지  1   호","민간시설","리츠여관","20060823",
"154","민방위급수시설","11_46_01_P","4181000","4181000-E201200001","2020-10-30","2023-04-24","04","취소/말소/만료/정지/중지","19","사용중지","2023-04-24","","","","","244","","강원특별자치도 춘천시 신북읍 868번지","강원특별자치도 춘천시 신북읍 성문길 178-2","24202","팔각정","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","263037.305093711","495750.187509966","강원특별자치도 춘천시 신북읍 868번지","공공용시설","팔각정","20230424",
"155","민방위급수시설","11_46_01_P","4181000","4181000-E200000002","2000-09-21","2010-12-01","04","취소/말소/만료/정지/중지","19","사용중지","2010-12-01","","","","","100","","강원특별자치도 춘천시 효자동 148번지 2호","","","호반목욕탕","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 효자동 148번지 2호","민간시설","호반목욕탕","20101201",
"156","민방위급수시설","11_46_01_P","4181000","4181000-E200300005","2003-07-11","2022-12-23","04","취소/말소/만료/정지/중지","19","사용중지","2022-12-23","","","","","600","","강원특별자치도 춘천시 약사동 150번지 10호","강원특별자치도 춘천시 춘천로81번길 10-3 (약사동)","24356","자수정 사우나","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","263722.871319233","485783.524732697","강원특별자치도 춘천시 약사동 150번지 10호","민간시설","자수정 사우나","20221223",
"157","민방위급수시설","11_46_01_P","4181000","4181000-E200800008","2008-04-16","2017-04-03","04","취소/말소/만료/정지/중지","19","사용중지","2017-04-03","","","","","500","","","강원특별자치도 춘천시 삭주로 77 (교동, 춘천성심병원)","24253","한림성심대학병원","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","264995.790705309","487048.050495199","","민간시설","한림성심대학병원","20170403",
"158","민방위급수시설","11_46_01_P","4181000","4181000-E201500001","2015-10-12","2016-04-26","04","취소/말소/만료/정지/중지","19","사용중지","2016-04-26","","","","","160","","강원특별자치도 춘천시 석사동 866번지 506동","강원특별자치도 춘천시 지석로 29 (석사동, 휴먼타운아파트)","24413","휴먼타운아파트(506동)","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","265015.255730082","483684.782431286","강원특별자치도 춘천시 석사동 866번지 506동","민간시설","휴먼타운아파트(506동)","20160426",
"159","민방위급수시설","11_46_01_P","4181000","4181000-E201500002","2015-10-12","2016-04-26","04","취소/말소/만료/정지/중지","19","사용중지","2016-04-26","","","","","100","","강원특별자치도 춘천시 석사동 866번지 516동","강원특별자치도 춘천시 지석로 29 (석사동, 휴먼타운아파트)","24413","휴먼타운아파트(516동)","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","265015.255730082","483684.782431286","강원특별자치도 춘천시 석사동 866번지 516동","민간시설","휴먼타운아파트(516동)","20160426",
"160","민방위급수시설","11_46_01_P","4181000","4181000-E198500005","1985-02-13","2006-08-23","04","취소/말소/만료/정지/중지","19","사용중지","2006-08-23","","","","","200","","강원특별자치도 춘천시 근화동  283번지  12  호","","","오미장여관","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 근화동  283번지  12  호","민간시설","오미장여관","20060823",
"161","민방위급수시설","11_46_01_P","4181000","4181000-E200400003","2004-05-01","2013-01-21","04","취소/말소/만료/정지/중지","19","사용중지","2013-01-21","","","","","200","","강원특별자치도 춘천시 효자동  681번지  20  호","","","행복예식장","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 효자동  681번지  20  호","민간시설","행복예식장","20130121",
"162","민방위급수시설","11_46_01_P","4181000","4181000-E200400005","2004-01-01","2015-10-15","04","취소/말소/만료/정지/중지","19","사용중지","2015-10-15","","","","","187","","강원특별자치도 춘천시 신북읍 천전리 171번지 상천초등학교","강원특별자치도 춘천시 신북읍 상천2길 19","","상천초등학교","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 신북읍 천전리 171번지 상천초등학교","공공용시설","상천초등학교","20151015",
"163","민방위급수시설","11_46_01_P","4181000","4181000-E199100004","1991-07-11","2016-04-26","04","취소/말소/만료/정지/중지","19","사용중지","2016-04-26","","","","","300","","강원특별자치도 춘천시 옥천동 111번지 1호","강원특별자치도 춘천시 시청길 11 (옥천동)","","춘천시청","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 옥천동 111번지 1호","정부지원시설","춘천시청","20160426",
"164","민방위급수시설","11_46_01_P","4181000","4181000-E200200004","2002-07-18","2013-04-05","04","취소/말소/만료/정지/중지","19","사용중지","2013-04-05","","","","","760","","강원특별자치도 춘천시 후평동  15번지   호","","","호반초등학교","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 후평동  15번지   호","공공용시설","호반초등학교","20130405",
"165","민방위급수시설","11_46_01_P","4181000","4181000-E199600003","1996-03-04","2015-02-27","04","취소/말소/만료/정지/중지","19","사용중지","2015-02-27","","","","","700","","강원특별자치도 춘천시 삼천동 792번지","강원특별자치도 춘천시 스포츠타운길 317 (삼천동)","","춘천라데나콘도미니엄","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 삼천동 792번지","공공용시설","춘천라데나콘도미니엄","20150227",
"166","민방위급수시설","11_46_01_P","4181000","4181000-E201300004","2013-04-05","2014-01-29","04","취소/말소/만료/정지/중지","19","사용중지","2014-01-29","","","","","100","","강원특별자치도 춘천시 온의동 513번지 1호","강원특별자치도 춘천시 경춘로 2370 (온의동)","","한국교직원공제회관","2023-06-10 15:52:13","I","2023-06-13 00:00:00","","","","강원특별자치도 춘천시 온의동 513번지 1호","공공용시설","한국교직원공제회관","20140129",
